,Unnamed: 0,PMID/PMCID,Publisher,Journal title,Article title,Cost,Cleaned,NewTitle
143,143,2797226,ASBMB,Journal of Biological Chemistry,Nucleotide Binding by Lhs1p Is Essential for Its Nucleotide Exchange Activity and for Function in Vivo,1707.08,100,The Journal of biological chemistry
144,144,PMC3442528,ASBMB,Journal of Biological Chemistry,Hypoxia-inducible factor-1a (HIF1a) switches on transient receptor potential ankryn repeat 1 (TRPA1) gene expression via a hypoxia response element-like motif to modulate cytokine release,1763.21,100,The Journal of biological chemistry
145,145,2898433,ASBMB,Journal of Biological Chemistry,Interactions between Kar2p and its nucleotide exchange factors Sil1p and Lhs1p are mechanistically distinct,2003.13,100,The Journal of biological chemistry
146,146,3397837,ASBMB,Journal of Biological Chemistry,Specific ?-containing integrins exert differential control on proliferation and 2D collective cell migration in mammary epithelial cells,2032.22,100,The Journal of biological chemistry
147,147, PMCID: PMC3750171 ,ASBMB,Journal of Biological Chemistry,Hepatitis C virus NS5 inhibits mixed lineage kinase 3 to block apoptosis,2311.57,100,The Journal of biological chemistry
148,148,2975197,ASBMB,Journal of Biological Chemistry,Cell Cycle-dependent Regulation of the Forkhead Transcription Factor FOXK2 by CDKÂ·Cyclin Complexes,2344.79,100,The Journal of biological chemistry
150,150,3137072,ASBMB,Journal of Biological Chemistry,"Characterisation of GAS2-like 3, a new microtubule and actin-binding protein related to spectraplakins",917.5,100,The Journal of biological chemistry
151,151,PMC3522295,ASBMB,Journal of biological chemistry,"Direct and indirect control of MAPK pathway associated components, BRAP/IMP and CRAF, by
the deubiquitylating enzyme USP15*",929.31,100,The Journal of biological chemistry
152,152,: PMC3711325 ,ASBMB,Journal of Biological Chemistry,Glycoprotein biosynthesis in a eukaryote lacking the membrane protein rft1,992.01,100,The Journal of biological chemistry
153,153,PMCID: PMC3591657 ,ASBMB,MCP (Molecular & Cellular Proteomics),Global Subcellular Characterisation of Protein Degradation using Quantitative Proteomics,1294.01,87,Molecular & cellular proteomics : MCP
154,154,PMC3734580,ASBMB,Molecular and Cellular Proteomics,Heterogeneity in neutrophil microparticles reveals distinct proteome and function properties,1545.7,90,Molecular & cellular proteomics : MCP
155,155,PMC3173209,ASBMB,The journal of Biological Chemistry,The T-cel receptor triggering apparatus is composed of monovalent or monomeric proteins,1281.15,100,The Journal of biological chemistry
156,156,PMCID: PMC3772201,ASBMB,The Journal of Biological Chemistry,Galactose 6-o-sulfotransferases are not required for the generation of siglec-f ligands in leukocytes or lung tissue.,1311.73,100,The Journal of biological chemistry
157,157,PMCID: PMC3663545,ASBMB,The Journal of Biological Chemistry,Allosteric activation of trypanosomatid deoxyhypusine synthase by a catalytically dead paralog,1324.57,100,The Journal of biological chemistry
158,158,PMCID: PMC3630849,ASBMB,The Journal of Biological Chemistry,Structure of a Complex Phosphoglycan Epitope from gp72 of Trypanosoma cruzi,1340.75,100,The Journal of biological chemistry
159,159,PMC3527912,ASBMB,The Journal of Biological Chemistry,Structural and functional characterisation of the kindlin-1 pleckstrin homology domain,1518.46,100,The Journal of biological chemistry
160,160,23698002 PMC3696650,ASBMB,The Journal of Biological Chemistry,T-Cell Receptor specifically maintained by altered thermodyamics,1566.89,100,The Journal of biological chemistry
161,161,23443656,ASBMB Cadmus,Jnl Biological Chemistry,Biochemical and immunological characterisation of Toxoplasma gondii macrophage migration inhibitory factor,381.04,98,The Journal of biological chemistry
162,162,PMC3391134,ASBMB/Cadmus,Journal Biological Chemistry,Defining the requirements for collagenase cleavage in collagen type III using a bacterial collagen system.,938.75,98,The Journal of biological chemistry
163,163,PMC3757190 ,ASBMB/Cenveo Publisher Services,Journal of Biological Chemistry,Fused in Sarcoma (FUS) Protein Lacking Nuclear Localization Signal (NLS) and Major RNA Binding Motifs Triggers Proteinopathy,1188.39,100,The Journal of biological chemistry
164,164,23589301,ASBMC /CENVEO,Journal of Biol Chem,Defining the molecular basis for the first potent and selective orthosteric agonists of the FFA2 free fatty acid receptor ,1055.07,0,
165,165,3811811,ASM,Infection and Immunity,Zebrafish as a novel vertebrate model to dissect enterococcal pathogenesis,1529.54,100,Infection and immunity
166,166,PMC3571495,ASM,Journal of Virology,Estimating the Rate of Intersubtype Recombination in Early HIV-1 Group M Strains,1901.79,100,Journal of virology
167,167,PMCID: PMC:3697379,ASM (American Society for Microbiology),Antimicrobial Agents and Chemotherapy,Comparison of a high-throughput high-content intracellular Leishmania donovani assay with an axenic amastigote assay,1299.39,100,Antimicrobial agents and chemotherapy
168,168,PMC3826327 ,Association for Research in Vision & Ophthalmology,Journal of Vision,Does optic flow parsing depend on prior estimation of heading?,1157.88,100,Journal of vision
169,169,23409763,Bentham Science Publishers,Current Topics in Medicinal Chemistry,The Therapeutic Potential of Allosteric Ligands for Free Fatty Acid Sensitive GPCRs,2291.22,100,Current topics in medicinal chemistry
170,170,23885220 PMC3706957 ,Benthan Science Publishers,Current Analytical Chemistry,Ion mobility spectrometry-mass spectrometry of intrinsically unfolded proteins: trying to put order into disorder,2142.99,100,Current analytical chemistry
171,171,"Monograph chapter, not in PMC",Berhahn Books,"Evidence, Ethos and Experiment: The Anthropology and History of Medical Research in Africa.",Parasite lost - remembering modern times with Kenyan government medical scientists.,651.25,0,
172,172,"Monograph chapter, not in PMC",Berhahn Books,"Evidence, Ethos and Experiment: The Anthropology and History of Medical Research in Africa.","Studying trial Communities: anthropological and historical enquiries and ethos, politics and economy of medical research in Africa.",651.25,0,
173,173,23713614,Biochem Journal,Biochem Journal,Proteolytic Processing of QSOX1A Ensures Efficient Secretion of a Potent Disulfide Catalyst,1800.0,88,The Biochemical journal
174,174,23769672,Biochem Journal,Molecular Cell,ERdj5 is the ER Reductase that Catalyses the Removal of Non-Native Disulfides and Correct Folding of the LDL-Receptor,3906.43,100,Molecular cell
175,175,PMID:23971731,BioMed Central,Arthritis Research & Therapy,Transcriptomic signatures in cartilage ageing,1608.0,100,Arthritis research & therapy
176,176,22738332 PMC3381227,BioMed Central,BioMed Central,Long-term impact of systemic bacterial infection on the cerebral vasculature and microglia. ,1350.0,0,
177,177,PMC 3533981,BioMed central,BMC public health,Geographical access to care at birth n Ghana: a barrier to safe motherhood,1536.0,97,
178,178,PMC3398262,BioMed Central,BMC Biology,Detailed interrogation of trypanosome cell biology via differential organelle staining and automated image analysis,1305.72,100,BMC biology
179,179,PMID: 24020915 PMC3846689 ,BioMed Central,BMC Genetics,The physical capability of community-based mend and women from a British cohort: the European Prospective Investigation into Cancer (EPIC)-Norfolk study,1073.12,100,BMC genetics
180,180,PMID:23442822,BioMed Central,BMC Genome Biology,Patterns of prokaryotic lateral gene transfers affecting parasitic microbial eukaryotes,1567.8,88,Genome biology
181,181,PMC2843621,BioMed Central,BMC genomics,Trichomonas vaginalis vast BspA-like gene family: evidence for functional diversity from sructural organization and transcriptomics,939.42,100,
182,182,"PMCID:
    PMC3636053",BioMed Central,BMC genomics,"Enhancing the utility of Proteomics Signature Profiling (PSP) with Pathway Derived Subnets (PDSs), performance analysis and specialised ontologies",978.59,100,
183,183,3526451,Biomed Central,BMC genomics,Advances in genome-wide RNAi cellular screens: a case study using the Drosophila JAK/STAT pathway,1151.28,100,
184,184,"PMCID:
    PMC3664635
",BioMed Central,BMC Health Services Research,Community groups as 'critical enablers' of the HIV response in Zimbabwe,1536.0,100,BMC health services research
185,185,3570299,BioMed Central,BMC Medical Genetics,Maternal and offspring fasting glucose and type 2 diabetes-associated genetic variants and cognitive function at age 8: a Mendelian randomization study in the Avon Longitudinal Study of Parents and Children,1536.0,100,BMC medical genetics
186,186,PMC3616814,BioMed Central,BMC Medicine,Associations between selected immune-mediated diseases and tuberculosis: record-linkage studies,1734.0,100,BMC medicine
187,187,PMC3566971,BioMed Central,BMC Medicine,Genetic environmental and stochastic factors in monozygotic twin discordance with a focus on epigenetic differences,1794.0,100,BMC medicine
188,188,PMC3726342,BioMed Central,BMC Microbiology,Sub-inhibitory concentrations of some antibiotics drive diversification of Pseudomonas aeruginosa populations in artificial sputum medium,1375.8,100,BMC microbiology
189,189,PMC3640928,BioMed Central,BMC Molecular Biology,Multiple tandem splicing silencer elements suppress aberrant splicing within  the long exon 26 of the human Apolipoprotein B gene,1536.0,100,BMC molecular biology
190,190,PMC3534503,BioMed Central,BMC Neurology,Risk of fractures in patients with multiple sclerosis: record-linkage study,1476.0,100,BMC neurology
191,191,PMC3579723,BioMed Central,BMC Neuroscience,Steerable-filter based quantification of axonal populations at the developing optic chiasm reveal significant defects in Slit2(-/-) as well as Slit1(-/-)Slit2(-/-) embryos.,1314.6,100,BMC neuroscience
192,192,PMC3537519,BioMed central,BMC psychiatry,Rates of undiagnosed attention deficit hyperactivity disorder in London drug and alcohol detoxification units,1180.8,100,
193,193,3637822,Biomed Central,BMC psychiatry,"Detecting depression among adolescents in Santiago, Chile: sex differences",1650.51,100,
194,194,"PMCID:
    PMC3637551
",BioMed Central,BMC public health,Social acceptability and perceived impact of a community-led cash transfer programme in Zimbabwe,1314.6,100,
195,195,"PMCID:
    PMC3637528
",BioMed Central,BMC public health,The role of community conversations in facilitating local HIV competence: Case study from rural Zimbabwe,1536.0,100,
196,196,3751660,BioMed Central,BMC public health,Implementation of an educational intervention to improve hand washing in primary schools: process evaluation within a randomised controlled trial,437.0,100,
197,197,"PMCID:
    PMC3766112",Biomed Central,BMC Research Notes,"Prevalence of schistosome antibodies and hepatosplenic signs and symptoms among patients from Kaoma, Western Province, Zambia",729.3,100,BMC research notes
198,198,PMC3528429,Biomed Central,BMC Veterinary Research,"Prevalence of porcine cysticercosis and associated risk factors in Homa Bay District, Kenya",1230.0,100,BMC veterinary research
199,199,PMC3685541 ,Biomed Central,BMC genomics,The significance of alternative transcripts for Caenerhabditis elegans transcription factor genes based on expression pattern analysis,1608.0,100,BMC genomics
200,200,PMC3460760,BioMed Central,Clinical Proteomics,Detection of BK virus in urine from renal transplant subjects by mass spectrometry,1242.0,100,Clinical proteomics
201,201,PMCID: PMC3750810,BioMed Central,EvoDevo,Early embryonic determination of the sexual dimorphism in segment number in geophilomorph centipedes,1564.5,100,
202,202,PMID:23889909,BioMed Central,Genome Biology,"The genome and transcriptome of the enteric parasite Entamoeba invadens, a model for encystation",1788.9,100,Genome biology
203,203,PMC3439969,BioMed Central,Genome Biology,The fine-scale architecture of structural variants in 17 mouse genomes.,1950.0,100,Genome biology
204,204,PMC 3580495,BioMed Central,Genome Biology,The multidrug-resistant PMEN1 pneeumococcus is a paradigm for genetic success,2010.0,100,Genome biology
205,205,PMC3706778,BioMed Central,Genome Medicine,Identification and Functional Validation of HPV-mediated Hypermethylation in Head and Neck Squamous Cell Carcinoma,2010.0,100,Genome medicine
206,206,3751770,BioMed Central,International Journal for Equity in Health,Socio-economic position and childhood multimorbidity: a study using linkage between the Avon Longitudinal Study of Parents and Children and the General Practice Research Database,1398.0,100,International journal for equity in health
